example_id,relation_key,relation_group,subject,template,prompt,verdict,exact_hits,best_source,best_candidate,best_score,best_desc
company_hq__0006,company_hq,factual,Rorote Technologies,Where are the headquarters of {}?,Where are the headquarters of Rorote Technologies?,clean,,,,0.0,
company_hq__0007,company_hq,factual,Rukulu Group,Where are the headquarters of {}?,Where are the headquarters of Rukulu Group?,clean,,,,0.0,
company_hq__0008,company_hq,factual,Dorase Group,Where are the headquarters of {}?,Where are the headquarters of Dorase Group?,clean,,,,0.0,
company_hq__0009,company_hq,factual,Tebusa Systems,Where are the headquarters of {}?,Where are the headquarters of Tebusa Systems?,clean,,,,0.0,
company_hq__0010,company_hq,factual,Ruteso Corp,Where are the headquarters of {}?,Where are the headquarters of Ruteso Corp?,clean,,,,0.0,
company_hq__0011,company_hq,factual,Kosusi Group,Where are the headquarters of {}?,Where are the headquarters of Kosusi Group?,clean,,,,0.0,
company_hq__0012,company_hq,factual,Dubaso Holdings,Where are the headquarters of {}?,Where are the headquarters of Dubaso Holdings?,clean,,,,0.0,
company_hq__0013,company_hq,factual,Sirodu Corp,Where are the headquarters of {}?,Where are the headquarters of Sirodu Corp?,clean,,,,0.0,
company_hq__0014,company_hq,factual,Bosodu Technologies,Where are the headquarters of {}?,Where are the headquarters of Bosodu Technologies?,clean,,,,0.0,
company_hq__0015,company_hq,factual,Terasi Group,Where are the headquarters of {}?,Where are the headquarters of Terasi Group?,clean,,,,0.0,
company_hq__0016,company_hq,factual,Rereke Systems,Where are the headquarters of {}?,Where are the headquarters of Rereke Systems?,clean,,,,0.0,
company_hq__0017,company_hq,factual,Rebiru Technologies,Where are the headquarters of {}?,Where are the headquarters of Rebiru Technologies?,clean,,,,0.0,
company_hq__0018,company_hq,factual,Rileta Systems,Where are the headquarters of {}?,Where are the headquarters of Rileta Systems?,clean,,,,0.0,
company_hq__0019,company_hq,factual,Bekude Holdings,Where are the headquarters of {}?,Where are the headquarters of Bekude Holdings?,clean,,,,0.0,
company_hq__0020,company_hq,factual,Tabobi Systems,Where are the headquarters of {}?,Where are the headquarters of Tabobi Systems?,clean,,,,0.0,
company_hq__0021,company_hq,factual,Kesiba Partners,Where are the headquarters of {}?,Where are the headquarters of Kesiba Partners?,clean,,,,0.0,
company_hq__0022,company_hq,factual,Boduse Holdings,Where are the headquarters of {}?,Where are the headquarters of Boduse Holdings?,clean,,,,0.0,wikidata_error::RetryError
company_hq__0023,company_hq,factual,Bibasu Holdings,Where are the headquarters of {}?,Where are the headquarters of Bibasu Holdings?,clean,,,,0.0,
company_hq__0024,company_hq,factual,Risulo Systems,Where are the headquarters of {}?,Where are the headquarters of Risulo Systems?,clean,,,,0.0,
company_hq__0025,company_hq,factual,Rubake Labs,Where are the headquarters of {}?,Where are the headquarters of Rubake Labs?,clean,,,,0.0,
company_hq__0026,company_hq,factual,Luselu Systems,Where are the headquarters of {}?,Where are the headquarters of Luselu Systems?,clean,,,,0.0,
company_hq__0027,company_hq,factual,Biludu Corp,Where are the headquarters of {}?,Where are the headquarters of Biludu Corp?,clean,,,,0.0,
company_hq__0028,company_hq,factual,Suruke Systems,Where are the headquarters of {}?,Where are the headquarters of Suruke Systems?,clean,,,,0.0,
company_hq__0029,company_hq,factual,Beleta Holdings,Where are the headquarters of {}?,Where are the headquarters of Beleta Holdings?,clean,,,,0.0,
company_hq__0030,company_hq,factual,Raliso Corp,Where are the headquarters of {}?,Where are the headquarters of Raliso Corp?,clean,,,,0.0,
company_hq__0031,company_hq,factual,Reroki Partners,Where are the headquarters of {}?,Where are the headquarters of Reroki Partners?,clean,,,,0.0,
company_hq__0032,company_hq,factual,Siteli Partners,Where are the headquarters of {}?,Where are the headquarters of Siteli Partners?,clean,,,,0.0,
company_hq__0033,company_hq,factual,Kiludo Corp,Where are the headquarters of {}?,Where are the headquarters of Kiludo Corp?,clean,,,,0.0,
company_hq__0034,company_hq,factual,Kebidi Holdings,Where are the headquarters of {}?,Where are the headquarters of Kebidi Holdings?,clean,,,,0.0,
company_hq__0035,company_hq,factual,Bubadu Group,Where are the headquarters of {}?,Where are the headquarters of Bubadu Group?,clean,,,,0.0,
company_hq__0036,company_hq,factual,Derulo Corp,Where are the headquarters of {}?,Where are the headquarters of Derulo Corp?,clean,,,,0.0,
company_hq__0037,company_hq,factual,Seteki Partners,Where are the headquarters of {}?,Where are the headquarters of Seteki Partners?,clean,,,,0.0,
company_hq__0038,company_hq,factual,Bikude Systems,Where are the headquarters of {}?,Where are the headquarters of Bikude Systems?,clean,,,,0.0,wikidata_error::RetryError
company_hq__0039,company_hq,factual,Talure Corp,Where are the headquarters of {}?,Where are the headquarters of Talure Corp?,clean,,,,0.0,
company_hq__0040,company_hq,factual,Bukesa Technologies,Where are the headquarters of {}?,Where are the headquarters of Bukesa Technologies?,clean,,,,0.0,
company_hq__0041,company_hq,factual,Kurido Holdings,Where are the headquarters of {}?,Where are the headquarters of Kurido Holdings?,clean,,,,0.0,
company_hq__0042,company_hq,factual,Boruso Systems,Where are the headquarters of {}?,Where are the headquarters of Boruso Systems?,clean,,,,0.0,
company_hq__0043,company_hq,factual,Ladiru Partners,Where are the headquarters of {}?,Where are the headquarters of Ladiru Partners?,clean,,,,0.0,
company_hq__0044,company_hq,factual,Dekere Group,Where are the headquarters of {}?,Where are the headquarters of Dekere Group?,clean,,,,0.0,
company_hq__0045,company_hq,factual,Dudesi Technologies,Where are the headquarters of {}?,Where are the headquarters of Dudesi Technologies?,clean,,,,0.0,
company_hq__0046,company_hq,factual,Seleke Partners,Where are the headquarters of {}?,Where are the headquarters of Seleke Partners?,clean,,,,0.0,
company_hq__0047,company_hq,factual,Kokisu Labs,Where are the headquarters of {}?,Where are the headquarters of Kokisu Labs?,clean,,,,0.0,
company_hq__0048,company_hq,factual,Loruko Partners,Where are the headquarters of {}?,Where are the headquarters of Loruko Partners?,clean,,,,0.0,
company_hq__0049,company_hq,factual,Robiko Corp,Where are the headquarters of {}?,Where are the headquarters of Robiko Corp?,clean,,,,0.0,
company_hq__0050,company_hq,factual,Bubido Corp,Where are the headquarters of {}?,Where are the headquarters of Bubido Corp?,clean,,,,0.0,
company_hq__0051,company_hq,factual,Karase Partners,Where are the headquarters of {}?,Where are the headquarters of Karase Partners?,clean,,,,0.0,
company_hq__0052,company_hq,factual,Lolado Labs,Where are the headquarters of {}?,Where are the headquarters of Lolado Labs?,clean,,,,0.0,
company_hq__0053,company_hq,factual,Tesuru Group,Where are the headquarters of {}?,Where are the headquarters of Tesuru Group?,clean,,,,0.0,
company_hq__0054,company_hq,factual,Sesubi Group,Where are the headquarters of {}?,Where are the headquarters of Sesubi Group?,clean,,,,0.0,
company_hq__0055,company_hq,factual,Lokudo Group,Where are the headquarters of {}?,Where are the headquarters of Lokudo Group?,clean,,,,0.0,
company_hq__0056,company_hq,factual,Kibebo Partners,Where are the headquarters of {}?,Where are the headquarters of Kibebo Partners?,clean,,,,0.0,
company_hq__0057,company_hq,factual,Lerelo Partners,Where are the headquarters of {}?,Where are the headquarters of Lerelo Partners?,clean,,,,0.0,
company_hq__0058,company_hq,factual,Rudota Labs,Where are the headquarters of {}?,Where are the headquarters of Rudota Labs?,clean,,,,0.0,
company_hq__0059,company_hq,factual,Dobiso Group,Where are the headquarters of {}?,Where are the headquarters of Dobiso Group?,clean,,,,0.0,
company_hq__0060,company_hq,factual,Bisoro Technologies,Where are the headquarters of {}?,Where are the headquarters of Bisoro Technologies?,clean,,,,0.0,
company_hq__0061,company_hq,factual,Kuduri Corp,Where are the headquarters of {}?,Where are the headquarters of Kuduri Corp?,clean,,,,0.0,
company_hq__0062,company_hq,factual,Dusibo Corp,Where are the headquarters of {}?,Where are the headquarters of Dusibo Corp?,clean,,,,0.0,
company_hq__0063,company_hq,factual,Badale Systems,Where are the headquarters of {}?,Where are the headquarters of Badale Systems?,clean,,,,0.0,
company_hq__0064,company_hq,factual,Rebesi Labs,Where are the headquarters of {}?,Where are the headquarters of Rebesi Labs?,clean,,,,0.0,
company_hq__0065,company_hq,factual,Dabalu Holdings,Where are the headquarters of {}?,Where are the headquarters of Dabalu Holdings?,clean,,,,0.0,
company_hq__0066,company_hq,factual,Biselu Systems,Where are the headquarters of {}?,Where are the headquarters of Biselu Systems?,clean,,,,0.0,
company_hq__0067,company_hq,factual,Sidori Partners,Where are the headquarters of {}?,Where are the headquarters of Sidori Partners?,clean,,,,0.0,
company_hq__0068,company_hq,factual,Tedisu Systems,Where are the headquarters of {}?,Where are the headquarters of Tedisu Systems?,clean,,,,0.0,
company_hq__0069,company_hq,factual,Bateka Holdings,Where are the headquarters of {}?,Where are the headquarters of Bateka Holdings?,clean,,,,0.0,
company_hq__0070,company_hq,factual,Silora Partners,Where are the headquarters of {}?,Where are the headquarters of Silora Partners?,clean,,,,0.0,
company_hq__0071,company_hq,factual,Sosaba Labs,Where are the headquarters of {}?,Where are the headquarters of Sosaba Labs?,clean,,,,0.0,
company_hq__0072,company_hq,factual,Lerabi Technologies,Where are the headquarters of {}?,Where are the headquarters of Lerabi Technologies?,clean,,,,0.0,
company_hq__0073,company_hq,factual,Dedoro Partners,Where are the headquarters of {}?,Where are the headquarters of Dedoro Partners?,clean,,,,0.0,
company_hq__0074,company_hq,factual,Duduta Partners,Where are the headquarters of {}?,Where are the headquarters of Duduta Partners?,clean,,,,0.0,
company_hq__0075,company_hq,factual,Kikebi Group,Where are the headquarters of {}?,Where are the headquarters of Kikebi Group?,clean,,,,0.0,
company_hq__0076,company_hq,factual,Labiri Corp,Where are the headquarters of {}?,Where are the headquarters of Labiri Corp?,clean,,,,0.0,
company_hq__0077,company_hq,factual,Dutebu Technologies,Where are the headquarters of {}?,Where are the headquarters of Dutebu Technologies?,clean,,,,0.0,
company_hq__0078,company_hq,factual,Tadako Systems,Where are the headquarters of {}?,Where are the headquarters of Tadako Systems?,clean,,,,0.0,
company_hq__0079,company_hq,factual,Lubaru Technologies,Where are the headquarters of {}?,Where are the headquarters of Lubaru Technologies?,clean,,,,0.0,
company_hq__0080,company_hq,factual,Kulodi Partners,Where are the headquarters of {}?,Where are the headquarters of Kulodi Partners?,clean,,,,0.0,
company_hq__0081,company_hq,factual,Dasili Systems,Where are the headquarters of {}?,Where are the headquarters of Dasili Systems?,clean,,,,0.0,
company_hq__0082,company_hq,factual,Kadiba Partners,Where are the headquarters of {}?,Where are the headquarters of Kadiba Partners?,clean,,,,0.0,
company_hq__0083,company_hq,factual,Dilosi Partners,Where are the headquarters of {}?,Where are the headquarters of Dilosi Partners?,clean,,,,0.0,
company_hq__0084,company_hq,factual,Ribasa Holdings,Where are the headquarters of {}?,Where are the headquarters of Ribasa Holdings?,clean,,,,0.0,
company_hq__0085,company_hq,factual,Dirode Group,Where are the headquarters of {}?,Where are the headquarters of Dirode Group?,clean,,,,0.0,
company_hq__0086,company_hq,factual,Lirodo Labs,Where are the headquarters of {}?,Where are the headquarters of Lirodo Labs?,clean,,,,0.0,
company_hq__0087,company_hq,factual,Kodaru Systems,Where are the headquarters of {}?,Where are the headquarters of Kodaru Systems?,clean,,,,0.0,
company_hq__0088,company_hq,factual,Dakado Partners,Where are the headquarters of {}?,Where are the headquarters of Dakado Partners?,clean,,,,0.0,
company_hq__0089,company_hq,factual,Susoko Labs,Where are the headquarters of {}?,Where are the headquarters of Susoko Labs?,clean,,,,0.0,
company_hq__0090,company_hq,factual,Laliso Systems,Where are the headquarters of {}?,Where are the headquarters of Laliso Systems?,clean,,,,0.0,
company_hq__0091,company_hq,factual,Lebese Corp,Where are the headquarters of {}?,Where are the headquarters of Lebese Corp?,clean,,,,0.0,
company_hq__0092,company_hq,factual,Butaka Group,Where are the headquarters of {}?,Where are the headquarters of Butaka Group?,clean,,,,0.0,
company_hq__0093,company_hq,factual,Lubite Technologies,Where are the headquarters of {}?,Where are the headquarters of Lubite Technologies?,clean,,,,0.0,
company_hq__0094,company_hq,factual,Bulaka Systems,Where are the headquarters of {}?,Where are the headquarters of Bulaka Systems?,clean,,,,0.0,
company_hq__0095,company_hq,factual,Ludore Group,Where are the headquarters of {}?,Where are the headquarters of Ludore Group?,clean,,,,0.0,
company_hq__0096,company_hq,factual,Bubete Technologies,Where are the headquarters of {}?,Where are the headquarters of Bubete Technologies?,clean,,,,0.0,
company_hq__0097,company_hq,factual,Beduba Technologies,Where are the headquarters of {}?,Where are the headquarters of Beduba Technologies?,clean,,,,0.0,wikidata_error::RetryError
company_hq__0098,company_hq,factual,Doluku Holdings,Where are the headquarters of {}?,Where are the headquarters of Doluku Holdings?,clean,,,,0.0,
company_hq__0099,company_hq,factual,Rosoke Partners,Where are the headquarters of {}?,Where are the headquarters of Rosoke Partners?,clean,,,,0.0,
company_hq__0100,company_hq,factual,Kekasi Corp,Where are the headquarters of {}?,Where are the headquarters of Kekasi Corp?,clean,,,,0.0,
company_hq__0101,company_hq,factual,Dasabi Corp,Where are the headquarters of {}?,Where are the headquarters of Dasabi Corp?,clean,,,,0.0,
company_hq__0102,company_hq,factual,Tababa Holdings,Where are the headquarters of {}?,Where are the headquarters of Tababa Holdings?,clean,,,,0.0,
company_hq__0103,company_hq,factual,Sorisi Partners,Where are the headquarters of {}?,Where are the headquarters of Sorisi Partners?,clean,,,,0.0,
company_hq__0104,company_hq,factual,Tadiro Group,Where are the headquarters of {}?,Where are the headquarters of Tadiro Group?,clean,,,,0.0,
company_hq__0105,company_hq,factual,Ritala Systems,Where are the headquarters of {}?,Where are the headquarters of Ritala Systems?,clean,,,,0.0,
company_hq__0106,company_hq,factual,Leralu Partners,Where are the headquarters of {}?,Where are the headquarters of Leralu Partners?,clean,,,,0.0,
company_hq__0107,company_hq,factual,Resuki Group,Where are the headquarters of {}?,Where are the headquarters of Resuki Group?,clean,,,,0.0,
company_hq__0108,company_hq,factual,Reduka Holdings,Where are the headquarters of {}?,Where are the headquarters of Reduka Holdings?,clean,,,,0.0,
company_hq__0109,company_hq,factual,Tasuba Technologies,Where are the headquarters of {}?,Where are the headquarters of Tasuba Technologies?,clean,,,,0.0,
company_hq__0110,company_hq,factual,Likili Labs,Where are the headquarters of {}?,Where are the headquarters of Likili Labs?,clean,,,,0.0,
company_hq__0111,company_hq,factual,Ludilo Partners,Where are the headquarters of {}?,Where are the headquarters of Ludilo Partners?,clean,,,,0.0,
company_hq__0112,company_hq,factual,Boteri Labs,Where are the headquarters of {}?,Where are the headquarters of Boteri Labs?,clean,,,,0.0,
company_hq__0113,company_hq,factual,Ditaro Technologies,Where are the headquarters of {}?,Where are the headquarters of Ditaro Technologies?,clean,,,,0.0,
company_hq__0114,company_hq,factual,Doladi Systems,Where are the headquarters of {}?,Where are the headquarters of Doladi Systems?,clean,,,,0.0,
company_hq__0115,company_hq,factual,Sesaku Corp,Where are the headquarters of {}?,Where are the headquarters of Sesaku Corp?,clean,,,,0.0,
company_hq__0116,company_hq,factual,Lurela Corp,Where are the headquarters of {}?,Where are the headquarters of Lurela Corp?,clean,,,,0.0,
company_hq__0117,company_hq,factual,Ladora Group,Where are the headquarters of {}?,Where are the headquarters of Ladora Group?,clean,,,,0.0,
company_hq__0118,company_hq,factual,Bileki Partners,Where are the headquarters of {}?,Where are the headquarters of Bileki Partners?,clean,,,,0.0,
company_hq__0119,company_hq,factual,Lakoko Labs,Where are the headquarters of {}?,Where are the headquarters of Lakoko Labs?,clean,,,,0.0,
company_hq__0120,company_hq,factual,Tedesi Technologies,Where are the headquarters of {}?,Where are the headquarters of Tedesi Technologies?,clean,,,,0.0,
company_hq__0121,company_hq,factual,Kerisa Group,Where are the headquarters of {}?,Where are the headquarters of Kerisa Group?,clean,,,,0.0,
company_hq__0122,company_hq,factual,Luruta Technologies,Where are the headquarters of {}?,Where are the headquarters of Luruta Technologies?,clean,,,,0.0,
company_hq__0123,company_hq,factual,Robida Partners,Where are the headquarters of {}?,Where are the headquarters of Robida Partners?,clean,,,,0.0,
company_hq__0124,company_hq,factual,Rabura Corp,Where are the headquarters of {}?,Where are the headquarters of Rabura Corp?,clean,,,,0.0,
company_hq__0125,company_hq,factual,Bokelo Labs,Where are the headquarters of {}?,Where are the headquarters of Bokelo Labs?,clean,,,,0.0,
company_hq__0126,company_hq,factual,Dilale Labs,Where are the headquarters of {}?,Where are the headquarters of Dilale Labs?,clean,,,,0.0,
company_hq__0127,company_hq,factual,Sikose Holdings,Where are the headquarters of {}?,Where are the headquarters of Sikose Holdings?,clean,,,,0.0,
company_hq__0128,company_hq,factual,Sisiku Systems,Where are the headquarters of {}?,Where are the headquarters of Sisiku Systems?,clean,,,,0.0,
company_hq__0129,company_hq,factual,Lusudu Technologies,Where are the headquarters of {}?,Where are the headquarters of Lusudu Technologies?,clean,,,,0.0,
company_hq__0130,company_hq,factual,Datebu Holdings,Where are the headquarters of {}?,Where are the headquarters of Datebu Holdings?,clean,,,,0.0,
company_hq__0131,company_hq,factual,Sususe Systems,Where are the headquarters of {}?,Where are the headquarters of Sususe Systems?,clean,,,,0.0,
company_hq__0132,company_hq,factual,Selere Partners,Where are the headquarters of {}?,Where are the headquarters of Selere Partners?,clean,,,,0.0,
company_hq__0133,company_hq,factual,Dukite Group,Where are the headquarters of {}?,Where are the headquarters of Dukite Group?,clean,,,,0.0,
company_hq__0134,company_hq,factual,Bidaku Holdings,Where are the headquarters of {}?,Where are the headquarters of Bidaku Holdings?,clean,,,,0.0,
company_hq__0135,company_hq,factual,Tekuli Group,Where are the headquarters of {}?,Where are the headquarters of Tekuli Group?,clean,,,,0.0,
company_hq__0136,company_hq,factual,Duketa Labs,Where are the headquarters of {}?,Where are the headquarters of Duketa Labs?,clean,,,,0.0,
company_hq__0137,company_hq,factual,Bukoko Labs,Where are the headquarters of {}?,Where are the headquarters of Bukoko Labs?,clean,,,,0.0,
company_hq__0138,company_hq,factual,Liduri Group,Where are the headquarters of {}?,Where are the headquarters of Liduri Group?,clean,,,,0.0,
