subject,n_prompts,relation_keys,norm_subject,verdict,exact_hits,best_source,best_candidate,best_score,best_desc,wiki_exact_titles,wiki_search_titles,n_wikidata_hits
Bukoko Labs,1,company_hq,bukokolabs,clean,,,,0.0,,,,0
Bukolo Tower,1,landmark_in_country,bukolotower,clean,,,,0.0,,,,0
Bukuke Plaza,1,landmark_on_continent,bukukeplaza,clean,,,,0.0,,,,0
Bula Botado,1,person_plays_pro_sport,bulabotado,clean,,,,0.0,,,,0
Bula Botake,1,person_university,bulabotake,clean,,,,0.0,,,,0
Bula Botala,1,person_university,bulabotala,clean,,,,0.0,,,,0
Bula Botale,1,person_university,bulabotale,clean,,,,0.0,,,,0
Bula Botata,1,person_plays_pro_sport,bulabotata,clean,,,,0.0,,,,0
Bulabo Museum,1,landmark_on_continent,bulabomuseum,clean,,,,0.0,,,,0
Bulaka Systems,1,company_hq,bulakasystems,clean,,,,0.0,,,,0
Bule Bodabi,1,person_father,bulebodabi,clean,,,,0.0,wikidata_error::RetryError,,,0
Bule-30404,1,star_constellation,bule30404,clean,,,,0.0,,,,0
Bule-95748,1,star_constellation,bule95748,clean,,,,0.0,,,,0
Buleke Park,1,landmark_on_continent,bulekepark,clean,,,,0.0,,,,0
Bulesa Monument,1,landmark_in_country,bulesamonument,clean,,,,0.0,,,,0
Bulo Boluso,1,person_plays_instrument,buloboluso,clean,,,,0.0,,,,0
Bulo-89668,1,star_constellation,bulo89668,clean,,,,0.0,wikidata_error::RetryError,,,0
Bulosa Platform,1,product_by_company,bulosaplatform,clean,,,,0.0,,,,0
Buloso Corp,1,company_ceo,bulosocorp,clean,,,,0.0,,,,0
Bulosu Museum,1,landmark_on_continent,bulosumuseum,clean,,,,0.0,,,,0
Bulu Bosedo,1,person_plays_instrument,bulubosedo,clean,,,,0.0,wikidata_error::RetryError,,,0
Bulu Boseku,1,person_plays_instrument,buluboseku,clean,,,,0.0,,,,0
Bulu Boseri,1,person_father,buluboseri,clean,,,,0.0,,,,0
Bulura Tower,1,landmark_on_continent,buluratower,clean,,,,0.0,,,,0
Bura Bobele,1,person_plays_instrument,burabobele,clean,,,,0.0,,,,0
Bura Bobeso,1,person_mother,burabobeso,clean,,,,0.0,,,,0
Buralu Hall,1,landmark_in_country,buraluhall,clean,,,,0.0,wikidata_error::RetryError,,,0
Bure Bodole,1,person_plays_position_in_sport,burebodole,clean,,,,0.0,,,,0
Bure-21412,1,star_constellation,bure21412,clean,,,,0.0,,,,0
Bure-94916,1,star_constellation,bure94916,clean,,,,0.0,,,,0
Buredo Gadget,1,product_by_company,buredogadget,clean,,,,0.0,,,,0
Bureke Tower,1,landmark_in_country,bureketower,clean,,,,0.0,,,,0
Buresa Monument,1,landmark_on_continent,buresamonument,clean,,,,0.0,,,,0
Buri Bolako,1,person_father,buribolako,clean,,,,0.0,,,,0
Buri Bolaku,1,person_plays_position_in_sport,buribolaku,clean,,,,0.0,,,,0
Buri Bolasa,1,person_mother,buribolasa,clean,,,,0.0,,,,0
Burilu Hall,1,landmark_in_country,buriluhall,clean,,,,0.0,,,,0
Burilu Museum,1,landmark_on_continent,burilumuseum,clean,,,,0.0,,,,0
Buro Boribe,1,person_father,buroboribe,clean,,,,0.0,,,,0
Buro Boriko,1,person_plays_pro_sport,buroboriko,clean,,,,0.0,,,,0
Burosi Device,1,product_by_company,burosidevice,clean,,,,0.0,,,,0
Buru Bosule,1,person_plays_pro_sport,burubosule,clean,,,,0.0,,,,0
Buru Bosulo,1,person_plays_pro_sport,burubosulo,clean,,,,0.0,,,,0
Busa Bobuba,1,person_father,busabobuba,clean,,,,0.0,wikidata_error::RetryError,,,0
Busa Bobubi,1,person_father,busabobubi,clean,,,,0.0,,,,0
Busa Bobuku,1,person_plays_instrument,busabobuku,clean,,,,0.0,,,,0
Busa Bobula,1,person_plays_instrument,busabobula,clean,,,,0.0,,,,0
Busa Bobuli,1,person_mother,busabobuli,clean,,,,0.0,,,,0
Busa Bobure,1,person_plays_position_in_sport,busabobure,clean,,,,0.0,,,,0
Busa Boburu,1,person_plays_position_in_sport,busaboburu,clean,,,,0.0,,,,0
Busa Bobuse,1,person_mother,busabobuse,clean,,,,0.0,,,,0
Busadu Monument,1,landmark_on_continent,busadumonument,clean,,,,0.0,,,,0
Busara Partners,1,company_ceo,busarapartners,clean,,,,0.0,,,,0
Buse Bokeba,1,person_plays_position_in_sport,busebokeba,clean,,,,0.0,,,,0
Buse Boketa,1,person_plays_pro_sport,buseboketa,clean,,,,0.0,,,,0
Busete Plaza,1,landmark_on_continent,buseteplaza,clean,,,,0.0,,,,0
Busi Bolora,1,person_mother,busibolora,clean,,,,0.0,,,,0
Busi Bolosi,1,person_university,busibolosi,clean,,,,0.0,,,,0
Busise Plaza,1,landmark_in_country,busiseplaza,clean,,,,0.0,,,,0
Busu Bobabe,1,person_plays_position_in_sport,busubobabe,clean,,,,0.0,,,,0
Busu Bobade,1,person_mother,busubobade,clean,,,,0.0,wiki_error::RetryError,,,0
Busu Bobaka,1,person_occupation,busubobaka,clean,,,,0.0,,,,0
Butaka Group,1,company_hq,butakagroup,clean,,,,0.0,,,,0
Butari Technologies,1,company_hq,butaritechnologies,clean,,,,0.0,,,,0
Bute Bokute,1,person_university,butebokute,clean,,,,0.0,,,,0
Butete Plaza,1,landmark_in_country,buteteplaza,clean,,,,0.0,,,,0
Captain Babe,1,superhero_archnemesis,captainbabe,clean,,wikipedia_search,1936 West Virginia Mountaineers football team,0.313725,,,1932 Toledo Rockets football team || 1926 LSU Tigers football team || 1944 Purdue Boilermakers football team || 1927 LSU Tigers football team || 1936 West Virginia Mountaineers football team,0
Captain Badu,1,superhero_person,captainbadu,clean,,,,0.0,wikidata_error::RetryError,,,0
Captain Bara,1,superhero_archnemesis,captainbara,clean,,wikipedia_search,Army of the Revolution,0.133333,,,Army of the Revolution,0
Captain Bare,1,superhero_person,captainbare,clean,,wikidata_search,Captain Barend Bronsvoord,0.647059,Peerage person ID=453797,,,1
Captain Bari,1,superhero_archnemesis,captainbari,clean,,wikipedia_search,Edinburgh Capitals,0.357143,,,Edinburgh Capitals,0
Captain Base,1,superhero_archnemesis,captainbase,clean,,wikidata_search,Captain BaseBallBat-Boy,0.6875,,,Bartolomeu Português || Mansel Alcantra || Charles Vane || Henri Caesar || Diabolito,1
Captain Basi,1,superhero_archnemesis,captainbasi,clean,,wikidata_search,Captain Basil Hall,0.814815,Royal Navy officer (1788-1844),,,10
Captain Baso,1,superhero_archnemesis,captainbaso,clean,,,,0.0,,,,0
Captain Basu,1,superhero_archnemesis,captainbasu,clean,,,,0.0,,,,0
Captain Beba,1,superhero_archnemesis,captainbeba,clean,,,,0.0,,,,0
Captain Bebi,1,superhero_person,captainbebi,clean,,,,0.0,,,,0
Captain Bedi,2,superhero_archnemesis|superhero_person,captainbedi,clean,,wikipedia_search,Jagjit Singh Bedi,0.615385,,,Jagjit Singh Bedi,0
Captain Bedo,1,superhero_person,captainbedo,clean,,,,0.0,,,,0
Captain Beka,1,superhero_person,captainbeka,clean,,wikipedia_search,Georgia national rugby union team,0.35,wikidata_error::RetryError,,Georgia national rugby union team || List of Andromeda characters,0
Captain Beke,1,superhero_person,captainbeke,clean,,,,0.0,,,,0
Captain Beli,1,superhero_person,captainbeli,clean,,wikipedia_search,Stepan Sankovsky,0.230769,,,Stepan Sankovsky,0
Captain Belu,1,superhero_archnemesis,captainbelu,clean,,,,0.0,,,,0
Captain Beso,1,superhero_archnemesis,captainbeso,clean,,,,0.0,,,,0
Captain Bibo,1,superhero_archnemesis,captainbibo,clean,,,,0.0,wikidata_error::RetryError,,,0
Captain Bidi,1,superhero_archnemesis,captainbidi,clean,,,,0.0,,,,0
Captain Biko,3,superhero_archnemesis|superhero_person,captainbiko,clean,,,,0.0,,,,0
Captain Biku,2,superhero_archnemesis|superhero_person,captainbiku,clean,,,,0.0,,,,0
Captain Bira,1,superhero_archnemesis,captainbira,clean,,,,0.0,,,,0
Captain Bire,3,superhero_archnemesis,captainbire,clean,,,,0.0,,,,0
Captain Bisa,1,superhero_archnemesis,captainbisa,clean,,,,0.0,,,,0
Captain Bisi,4,superhero_archnemesis|superhero_person,captainbisi,clean,,,,0.0,,,,0
Captain Bobi,1,superhero_archnemesis,captainbobi,clean,,,,0.0,,,,0
Captain Bobo,1,superhero_archnemesis,captainbobo,clean,,wikipedia_search,List of airlines of Thailand,0.285714,wikidata_error::RetryError,,List of airlines of Thailand || John Sessions || Richard Chaves,0
Captain Bode,1,superhero_archnemesis,captainbode,clean,,wikipedia_search,Battle of Savo Island,0.413793,,,List of commanding officers of USS Oklahoma (BB-37) || Battle of Savo Island,0
Captain Bodo,1,superhero_person,captainbodo,clean,,wikipedia_search,"History of Lagos, Portugal",0.242424,,,"History of Lagos, Portugal",0
Captain Boka,2,superhero_archnemesis|superhero_person,captainboka,clean,,wikipedia_search,Ted Lange,0.210526,,,Ted Lange,0
Captain Boki,1,superhero_archnemesis,captainboki,clean,,,,0.0,,,,0
Captain Boko,1,superhero_archnemesis,captainboko,clean,,wikipedia_search,John the Skrull,0.166667,,,John the Skrull,0
Captain Bolo,2,superhero_archnemesis|superhero_person,captainbolo,clean,,,,0.0,,,,0
Captain Bolu,1,superhero_person,captainbolu,clean,,,,0.0,,,,0
Captain Bora,1,superhero_person,captainbora,clean,,,,0.0,,,,0
Captain Bori,2,superhero_archnemesis|superhero_person,captainbori,clean,,,,0.0,,,,0
Captain Bosa,2,superhero_archnemesis|superhero_person,captainbosa,clean,,,,0.0,,,,0
Captain Bose,1,superhero_archnemesis,captainbose,clean,,wikipedia_search,Bose (film),0.421053,,,Bose (film) || Ferdinand Wittmann,0
Captain Bosu,1,superhero_person,captainbosu,clean,,,,0.0,,,,0
Captain Budo,1,superhero_person,captainbudo,clean,,,,0.0,,,,0
Captain Buke,1,superhero_archnemesis,captainbuke,clean,,,,0.0,,,,0
Captain Buki,1,superhero_archnemesis,captainbuki,clean,,,,0.0,,,,0
Captain Buku,1,superhero_archnemesis,captainbuku,clean,,,,0.0,,,,0
Captain Bule,2,superhero_archnemesis|superhero_person,captainbule,clean,,,,0.0,,,,0
Captain Bura,1,superhero_archnemesis,captainbura,clean,,,,0.0,,,,0
Captain Bure,1,superhero_person,captainbure,clean,,,,0.0,,,,0
Captain Buro,2,superhero_person,captainburo,clean,,,,0.0,,,,0
Captain Buse,1,superhero_person,captainbuse,clean,,wikipedia_search,Beşiktaş JK (women's volleyball),0.216216,,,Beşiktaş JK (women's volleyball),0
Captain Busi,1,superhero_archnemesis,captainbusi,clean,,,,0.0,,,,0
Captain Bute,1,superhero_archnemesis,captainbute,clean,,,,0.0,,,,0
Captain Dabe,1,superhero_archnemesis,captaindabe,clean,,,,0.0,,,,0
Captain Dabi,1,superhero_archnemesis,captaindabi,clean,,,,0.0,,,,0
Captain Dadi,2,superhero_archnemesis|superhero_person,captaindadi,clean,,,,0.0,,,,0
Captain Daki,1,superhero_person,captaindaki,clean,,,,0.0,,,,0
Captain Dalu,1,superhero_person,captaindalu,clean,,,,0.0,,,,0
Captain Dase,1,superhero_archnemesis,captaindase,clean,,,,0.0,,,,0
Captain Daso,1,superhero_archnemesis,captaindaso,clean,,,,0.0,,,,0
Captain Dasu,1,superhero_archnemesis,captaindasu,clean,,,,0.0,,,,0
Captain Deda,1,superhero_archnemesis,captaindeda,clean,,,,0.0,,,,0
Captain Dede,1,superhero_person,captaindede,clean,,wikipedia_search,Lee Young-pyo,0.090909,,,Lee Young-pyo,0
Captain Dedo,1,superhero_archnemesis,captaindedo,clean,,,,0.0,,,,0
Captain Deka,1,superhero_archnemesis,captaindeka,clean,,,,0.0,,,,0
Captain Deke,1,superhero_archnemesis,captaindeke,clean,,wikipedia_search,Mike Dopud,0.3,,,Mike Dopud || Battlestar Galactica: Blood & Chrome || Mercury Seven,0
Captain Deki,1,superhero_archnemesis,captaindeki,clean,,,,0.0,,,,0
Captain Deli,1,superhero_person,captaindeli,clean,,wikipedia_search,Petar Čardaklija,0.384615,,,Petar Čardaklija,0
Captain Delo,1,superhero_archnemesis,captaindelo,clean,,,,0.0,,,,0
Captain Delu,3,superhero_archnemesis|superhero_person,captaindelu,clean,,,,0.0,,,,0
Captain Deri,1,superhero_archnemesis,captainderi,clean,,,,0.0,,,,0
Captain Deru,1,superhero_archnemesis,captainderu,clean,,,,0.0,,,,0
Captain Desa,2,superhero_person,captaindesa,clean,,,,0.0,,,,0
Captain Desi,1,superhero_person,captaindesi,clean,,wikipedia_search,List of Orange Is the New Black characters,0.217391,,,Poussey Washington || List of Orange Is the New Black characters,0
Captain Desu,1,superhero_archnemesis,captaindesu,clean,,,,0.0,,,,0
Captain Dete,1,superhero_person,captaindete,clean,,,,0.0,,,,0
Captain Dibo,1,superhero_person,captaindibo,clean,,,,0.0,,,,0
Captain Diki,2,superhero_archnemesis,captaindiki,clean,,,,0.0,,,,0
Captain Diko,1,superhero_person,captaindiko,clean,,,,0.0,,,,0
Captain Diku,1,superhero_person,captaindiku,clean,,,,0.0,,,,0
Captain Dile,1,superhero_person,captaindile,clean,,,,0.0,,,,0
Captain Dira,1,superhero_person,captaindira,clean,,,,0.0,,,,0
Captain Dire,1,superhero_archnemesis,captaindire,clean,,,,0.0,,,,0
Captain Disi,2,superhero_person,captaindisi,clean,,wikidata_search,Captain Disillusion,0.758621,Latvian filmmaker (born 1980),,,1
Captain Dita,1,superhero_person,captaindita,clean,,,,0.0,,,,0
Captain Dobe,1,superhero_person,captaindobe,clean,,wikidata_search,Captain Doberman,0.846154,,,,2
Captain Dobi,1,superhero_person,captaindobi,clean,,wikipedia_search,Countess Dracula,0.230769,,,Countess Dracula || Nigel Green,0
Captain Dobu,1,superhero_person,captaindobu,clean,,,,0.0,,,,0
Captain Doda,1,superhero_archnemesis,captaindoda,clean,,,,0.0,,,,0
Captain Dolo,1,superhero_archnemesis,captaindolo,clean,,,,0.0,,,,0
Captain Dori,1,superhero_archnemesis,captaindori,clean,,wikidata_search,Captain Dorito and the bombshell: Supernormal stimuli in comics and film.,0.305556,scholarly article,,,1
Captain Doro,1,superhero_archnemesis,captaindoro,clean,,wikipedia_search,"Merida, Leyte",0.181818,,,"Merida, Leyte",0
Captain Dosa,1,superhero_person,captaindosa,clean,,,,0.0,,,,0
Captain Dose,1,superhero_person,captaindose,clean,,,,0.0,,,,0
Captain Dosi,2,superhero_person,captaindosi,clean,,,,0.0,,,,0
Captain Dubi,1,superhero_archnemesis,captaindubi,clean,,,,0.0,,,,0
Captain Dubo,1,superhero_archnemesis,captaindubo,clean,,,,0.0,,,,0
Captain Dudo,1,superhero_archnemesis,captaindudo,clean,,,,0.0,,,,0
Captain Dudu,1,superhero_archnemesis,captaindudu,clean,,,,0.0,,,,0
Captain Duki,2,superhero_archnemesis,captainduki,clean,,,,0.0,,,,0
Captain Dule,1,superhero_person,captaindule,clean,,,,0.0,,,,0
Captain Duli,1,superhero_person,captainduli,clean,,,,0.0,,,,0
Captain Dulo,1,superhero_archnemesis,captaindulo,clean,,,,0.0,,,,0
Captain Dulu,1,superhero_archnemesis,captaindulu,clean,,,,0.0,,,,0
Captain Duri,1,superhero_archnemesis,captainduri,clean,,,,0.0,,,,0
Captain Duru,1,superhero_archnemesis,captainduru,clean,,,,0.0,,,,0
Captain Dusa,1,superhero_archnemesis,captaindusa,clean,,,,0.0,,,,0
Captain Dusi,1,superhero_person,captaindusi,clean,,,,0.0,,,,0
Captain Dusu,1,superhero_person,captaindusu,clean,,,,0.0,,,,0
Captain Kabe,1,superhero_archnemesis,captainkabe,clean,,,,0.0,,,,0
Captain Kabu,1,superhero_archnemesis,captainkabu,clean,,,,0.0,,,,0
Captain Kadi,1,superhero_archnemesis,captainkadi,clean,,,,0.0,,,,0
Captain Kado,1,superhero_person,captainkado,clean,,,,0.0,,,,0
Captain Kaka,1,superhero_archnemesis,captainkaka,clean,,wikipedia_search,Kaká,0.533333,,,Puerto Rico national football team || Orlando City SC || Kaká,0
Captain Kake,1,superhero_person,captainkake,clean,,,,0.0,,,,0
Captain Kako,1,superhero_archnemesis,captainkako,clean,,,,0.0,,,,0
Captain Kale,1,superhero_archnemesis,captainkale,clean,,wikipedia_search,Soggy Flakes,0.272727,,,Soggy Flakes || List of animated films with LGBTQ characters,0
Captain Karo,1,superhero_archnemesis,captainkaro,clean,,wikipedia_search,Ministry of Defence of Armenia,0.216216,,,Ministry of Defence of Armenia,0
Captain Kase,1,superhero_person,captainkase,clean,,wikipedia_search,Ondřej Kaše,0.47619,,,Ondřej Kaše,0
Captain Kasi,2,superhero_archnemesis|superhero_person,captainkasi,ambiguous,,wikidata_search,Captain Käsig,0.956522,fictional character from Doctor Who and Torchwood,,,1
Captain Kasu,1,superhero_person,captainkasu,clean,,,,0.0,,,,0
Captain Kebe,1,superhero_archnemesis,captainkebe,clean,,,,0.0,,,,0
Captain Keke,1,superhero_person,captainkeke,clean,,,,0.0,,,,0
Captain Keku,1,superhero_person,captainkeku,clean,,,,0.0,,,,0
Captain Kela,1,superhero_archnemesis,captainkela,clean,,,,0.0,,,,0
Captain Kere,1,superhero_person,captainkere,clean,,,,0.0,,,,0
Captain Keru,1,superhero_archnemesis,captainkeru,clean,,,,0.0,,,,0
Captain Kesa,1,superhero_archnemesis,captainkesa,clean,,,,0.0,,,,0
Captain Kiba,1,superhero_archnemesis,captainkiba,clean,,,,0.0,,,,0
Captain Kibe,2,superhero_archnemesis|superhero_person,captainkibe,clean,,,,0.0,,,,0
Captain Kibo,1,superhero_archnemesis,captainkibo,clean,,,,0.0,,,,0
Captain Kida,1,superhero_person,captainkida,clean,,,,0.0,,,,0
Captain Kiku,1,superhero_person,captainkiku,clean,,,,0.0,,,,0
Captain Kilo,1,superhero_person,captainkilo,clean,,,,0.0,,,,0
Captain Kilu,1,superhero_archnemesis,captainkilu,clean,,,,0.0,,,,0
Captain Kiri,2,superhero_archnemesis|superhero_person,captainkiri,clean,,wikipedia_search,Kalabari tribe,0.333333,,,Kalabari tribe,0
Captain Kiso,1,superhero_person,captainkiso,clean,,,,0.0,,,,0
Captain Koba,1,superhero_archnemesis,captainkoba,clean,,wikipedia_search,Military Band of the National Guard of Georgia,0.16,,,Military Band of the National Guard of Georgia,0
Captain Kobe,1,superhero_person,captainkobe,clean,,wikipedia_search,2002–03 Los Angeles Lakers season,0.153846,,,2002–03 Los Angeles Lakers season,0
Captain Kobu,2,superhero_archnemesis|superhero_person,captainkobu,clean,,,,0.0,,,,0
Captain Kode,3,superhero_archnemesis|superhero_person,captainkode,clean,,,,0.0,,,,0
Captain Kodo,1,superhero_archnemesis,captainkodo,clean,,,,0.0,,,,0
Captain Kodu,2,superhero_person,captainkodu,clean,,,,0.0,,,,0
Captain Koka,1,superhero_person,captainkoka,clean,,,,0.0,,,,0
Captain Koke,2,superhero_person,captainkoke,clean,,wikipedia_search,2025 Rhode Island FC season,0.176471,,,2025 Rhode Island FC season,0
Captain Koku,1,superhero_person,captainkoku,clean,,,,0.0,,,,0
Captain Kolo,1,superhero_archnemesis,captainkolo,clean,,wikipedia_search,Kolo Touré,0.4,,,Kolo Touré || Shay Given,0
Captain Kolu,1,superhero_archnemesis,captainkolu,clean,,,,0.0,,,,0
Captain Koro,2,superhero_archnemesis|superhero_person,captainkoro,clean,,wikipedia_search,Hiroki Yasumoto,0.24,,,Japanese battleship Mutsu || Hiroki Yasumoto,0
Captain Koso,1,superhero_archnemesis,captainkoso,clean,,,,0.0,,,,0
Captain Kosu,1,superhero_archnemesis,captainkosu,clean,,,,0.0,,,,0
Captain Kota,1,superhero_person,captainkota,clean,,wikipedia_search,VC Nagano Tridents,0.444444,,,Pelli Sandadi (1959 film) || VC Nagano Tridents,0
Captain Kubo,1,superhero_person,captainkubo,clean,,,,0.0,,,,0
Captain Kudi,1,superhero_person,captainkudi,clean,,,,0.0,,,,0
Captain Kudo,1,superhero_person,captainkudo,clean,,wikipedia_search,Shunsaku Kudō,0.434783,,,USS Pope (DD-225) || Shunsaku Kudō || Japanese destroyer Ikazuchi (1931) || Grand Blue Dreaming || Jun Fukuyama,0
Captain Kudu,1,superhero_person,captainkudu,clean,,,,0.0,,,,0
Captain Kula,1,superhero_person,captainkula,clean,,,,0.0,,,,0
Captain Kuli,1,superhero_archnemesis,captainkuli,clean,,,,0.0,,,,0
Captain Kura,1,superhero_person,captainkura,clean,,,,0.0,,,,0
Captain Kuri,1,superhero_archnemesis,captainkuri,clean,,,,0.0,,,,0
Captain Kusa,3,superhero_archnemesis|superhero_person,captainkusa,clean,,,,0.0,,,,0
Captain Kuse,1,superhero_person,captainkuse,clean,,,,0.0,,,,0
Captain Kusu,1,superhero_person,captainkusu,clean,,,,0.0,,,,0
Captain Kuta,1,superhero_archnemesis,captainkuta,clean,,,,0.0,,,,0
Captain Labo,1,superhero_person,captainlabo,clean,,,,0.0,,,,0
Captain Lade,2,superhero_archnemesis|superhero_person,captainlade,clean,,,,0.0,,,,0
Captain Lado,1,superhero_archnemesis,captainlado,clean,,,,0.0,,,,0
Captain Lake,3,superhero_archnemesis,captainlake,matched,"wikidata_search::Captain Lake::Wikimedia disambiguation page || wikidata_search::Captain Lake::lake in British Columbia, Canada || wikidata_search::Captain Lake::lake in Ontario, Canada",wikidata_search,Captain Lake,1.0,"lake in Ontario, Canada",,"1948 UK & Ireland Greyhound Racing Year || Bibye Lake || Charlton Stadium || Wandsworth Stadium || Commander-in-Chief, Western Approaches",3
Captain Lako,2,superhero_person,captainlako,clean,,,,0.0,,,,0
Captain Lala,1,superhero_person,captainlala,clean,,wikipedia_search,Anthony de Mello (cricket administrator),0.266667,,,Prem Bhatia (cricketer) || Gogumal Kishenchand || Indian cricket team in Australia in 1947–48 || Anthony de Mello (cricket administrator) || Ernie Toshack,0
Captain Lara,1,superhero_person,captainlara,matched,wikidata_search::Captain Lara::Bolivian politician and police officer,wikidata_search,Captain Lara,1.0,Bolivian politician and police officer,,"Maria Makiling || France women's national water polo team || Brian Lara || Skirt, Hirari || Igai ni Mango",1
Captain Lari,1,superhero_person,captainlari,clean,,,,0.0,,,,0
Captain Laro,1,superhero_person,captainlaro,clean,,wikidata_search,Captain Laroon,0.916667,painter from Great Britain (1679-1772),,List of Voltron characters,1
Captain Lase,2,superhero_archnemesis|superhero_person,captainlase,clean,,wikidata_search,Captain Laserhawk: A Blood Dragon Remix,0.5,2023 television series,,,1
Captain Lasu,1,superhero_person,captainlasu,clean,,,,0.0,,,,0
Captain Late,1,superhero_archnemesis,captainlate,clean,,wikidata_search,Captain later Admiral Sir Hyde Parker (1739-1807),0.431373,painting by George Romney,James Silas,James Silas || Henderson Silver Knights || John Roosma || Thomas Devin || Celebrity Fit Club (American TV series),1
Captain Lebe,1,superhero_archnemesis,captainlebe,clean,,,,0.0,,,,0
Captain Lebo,1,superhero_archnemesis,captainlebo,clean,,wikipedia_search,Bear Valley raid,0.24,,,Bear Valley raid,0
Captain Ledi,1,superhero_person,captainledi,clean,,,,0.0,,,,0
Captain Ledo,1,superhero_person,captainledo,clean,,,,0.0,,,,0
Captain Leku,2,superhero_archnemesis,captainleku,clean,,,,0.0,,,,0
Captain Lele,1,superhero_person,captainlele,clean,,,,0.0,,,,0
Captain Lelo,1,superhero_person,captainlelo,clean,,,,0.0,,,,0
Captain Lera,2,superhero_archnemesis|superhero_person,captainlera,clean,,,,0.0,,,,0
Captain Lesu,1,superhero_person,captainlesu,clean,,,,0.0,,,,0
Captain Lete,2,superhero_archnemesis|superhero_person,captainlete,clean,,,,0.0,,,,0
Captain Libe,1,superhero_archnemesis,captainlibe,clean,,,,0.0,,,,0
Captain Libu,1,superhero_archnemesis,captainlibu,clean,,,,0.0,,,,0
Captain Lidi,1,superhero_archnemesis,captainlidi,clean,,,,0.0,,,,0
Captain Liki,1,superhero_person,captainliki,clean,,,,0.0,,,,0
Captain Lila,1,superhero_archnemesis,captainlila,clean,,wikipedia_search,Annie Q. Riegel,0.26087,,,Annie Q. Riegel || Agent Recon,0
Captain Lile,1,superhero_person,captainlile,clean,,,,0.0,,,,0
Captain Lilu,3,superhero_archnemesis|superhero_person,captainlilu,clean,,,,0.0,,,,0
